ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,Currency,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd
5543,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,23,25,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,Russian Federation,RUB	Russian ruble,C;C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;PostgreSQL;SQLite,45934
5545,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20,30,"Architect, software or solutions",20 to 99 employees,People manager,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Italy,EUR European Euro,Bash/Shell (all shells);C++;Java;Python,NA,56
5551,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,6,"Developer, back-end","10,000 or more employees",Individual contributor,In-person,Fintech,Poland,PLN Polish zloty,Bash/Shell (all shells);C;Groovy;Java;Kotlin;Python;SQL,Dynamodb;Elasticsearch;H2;MongoDB;Oracle;PostgreSQL;SQLite,46939
5553,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7,8,"Developer, front-end",I don’t know,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United States of America,USD United States dollar,C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),Microsoft SQL Server,90000
5555,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,6,15,Cybersecurity or InfoSec professional,"10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,France,EUR European Euro,Assembly;Bash/Shell (all shells);C;Lua;Python;Rust,NA,66128
5557,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,1,11,Other (please specify):,"5,000 to 9,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)","Transportation, or Supply Chain",United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,HTML/CSS;JavaScript;PHP;PowerShell;Python;Rust;SQL;TypeScript,MariaDB;PostgreSQL;SQLite;Cockroachdb,51407
5561,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12,10,"Developer, back-end",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,United States of America,USD United States dollar,C#;PowerShell;SQL,Dynamodb;Microsoft SQL Server,198000
557,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,13,20,Data engineer,Less than 20 employees,Individual contributor,Remote,Software Development,Germany,EUR European Euro,Python;SQL,Databricks SQL;DuckDB;MariaDB;MySQL;PostgreSQL;Redis;Clickhouse;Amazon Redshift,95132
5571,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,10,"Developer, full-stack","10,000 or more employees",Individual contributor,In-person,Software Development,United States of America,USD United States dollar,Go;Java;JavaScript;Python;Rust;TypeScript,PostgreSQL;SQLite,140000
5575,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,24,"Developer, mobile","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);JavaScript;Swift;TypeScript,NA,170000
5577,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,25,30,Other (please specify):,100 to 499 employees,Individual contributor,In-person,"Transportation, or Supply Chain",Netherlands,EUR European Euro,Bash/Shell (all shells);Erlang;Java;JavaScript;TypeScript;Gleam,Elasticsearch;SQLite,106733
5580,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",22,29,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Fintech,Poland,USD United States dollar,Assembly;Bash/Shell (all shells);C;HTML/CSS;JavaScript;Python;SQL;TypeScript,MariaDB;PostgreSQL;Supabase,200000
5582,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11,17,"Developer, full-stack",100 to 499 employees,Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,Dynamodb;Elasticsearch;PostgreSQL,160900
5585,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",9,20,"Developer, back-end",NA,NA,NA,Other:,Sweden,SEK	Swedish krona,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,MongoDB;PostgreSQL;Redis,83857
5587,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15,20,"Developer, back-end",Less than 20 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Banking/Financial Services,Slovakia,EUR European Euro,Java;SQL,IBM DB2;MySQL;PostgreSQL,46406
5590,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",1,5,"Developer, full-stack",NA,NA,NA,Software Development,Canada,CAD Canadian dollar,Bash/Shell (all shells);Dart;Elixir;HTML/CSS;JavaScript;Lua;Python;SQL;VBA;Gleam,Microsoft Access;PostgreSQL,21888
5602,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8,14,"Developer, full-stack",100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Media & Advertising Services,United States of America,USD United States dollar,Bash/Shell (all shells);C;C++;Elixir;HTML/CSS;JavaScript;Lisp;Lua;Ruby;Rust;TypeScript;Zig;Gleam,DuckDB;InfluxDB;MariaDB;MySQL;Redis;SQLite;Clickhouse;Pocketbase,124000
5613,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7,10,"Developer, full-stack",Less than 20 employees,People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,"Venezuela, Bolivarian Republic of...",USD United States dollar,C#;Dart;Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Cloud Firestore;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,12000
5617,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,NA,9,Student,"5,000 to 9,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Germany,EUR European Euro,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;Rust;TypeScript,PostgreSQL,81210
5618,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,16,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,Bulgaria,BGN	Bulgarian lev,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,99635
5621,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5,6,"Developer, back-end",100 to 499 employees,Individual contributor,In-person,Other:,United States of America,USD United States dollar,Bash/Shell (all shells);MATLAB;MicroPython;Python,PostgreSQL,68500
5622,35-44 years old,Some college/university study without earning a degree,Employed,18,18,"Architect, software or solutions",20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Retail and Consumer Services,Italy,EUR European Euro,Bash/Shell (all shells);JavaScript;PHP;Rust;TypeScript,NA,76570
5625,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6,35,"Architect, software or solutions","1,000 to 4,999 employees",NA,NA,Banking/Financial Services,Czech Republic,CZK	Czech koruna,C;C#;C++;Go;Java;Python,Cassandra;Cosmos DB;Dynamodb;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis,9361
5626,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12,16,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Netherlands,EUR European Euro,Bash/Shell (all shells);Java;Kotlin;PowerShell,NA,162421
5631,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12,18,"Developer, front-end","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Government,Norway,NOK	Norwegian krone,Bash/Shell (all shells);C#;Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,Microsoft SQL Server;MongoDB;PostgreSQL;SQLite,81038
5634,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,16,"Developer, full-stack",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,HTML/CSS;JavaScript;Lua;PHP;Rust;SQL;TypeScript,BigQuery;Dynamodb;MySQL;PostgreSQL,119805
5651,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7,10,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Sweden,SEK	Swedish krona,Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,BigQuery;Cloud Firestore;Dynamodb;Elasticsearch;Firebase Realtime Database;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;Supabase,73375
5655,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,15,"Developer, full-stack",100 to 499 employees,People manager,Remote,Software Development,Bosnia and Herzegovina,BAM	Bosnia and Herzegovina convertible mark,C#,NA,85440
567,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,21,28,"Architect, software or solutions","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Germany,EUR European Euro,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;TypeScript,InfluxDB;PostgreSQL;Redis;SQLite;Supabase,116015
5676,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,23,29,"Developer, mobile","10,000 or more employees",Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Java;Kotlin;Rust;Swift,SQLite,950000
5680,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,1,8,Academic researcher,NA,NA,NA,NA,Brazil,BRL Brazilian real,C++;HTML/CSS;JavaScript;Python;TypeScript,NA,4769
5697,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,19,20,"Developer, back-end",Less than 20 employees,Individual contributor,Remote,Insurance,France,EUR European Euro,HTML/CSS;JavaScript;PHP;Python;SQL,Elasticsearch;Microsoft SQL Server;MySQL;Redis;SQLite,48726
5698,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,33,40,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,Remote,Other:,United States of America,USD United States dollar,C#;HTML/CSS;JavaScript;PHP;TypeScript;Visual Basic (.Net),Microsoft SQL Server;MySQL,180000
5699,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,25,"Architect, software or solutions",100 to 499 employees,People manager,Remote,Computer Systems Design and Services,Colombia,COP	Colombian peso,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,InfluxDB;Microsoft SQL Server;PostgreSQL;SQLite;Supabase,25202
5713,25-34 years old,Some college/university study without earning a degree,Employed,10,15,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Banking/Financial Services,Kazakhstan,KZT	Kazakhstani tenge,Java;SQL,Elasticsearch;PostgreSQL;Redis,23169
5715,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,20,24,Other (please specify):,"5,000 to 9,999 employees",Individual contributor,In-person,Energy,United States of America,USD United States dollar,C;C++;Fortran;Python,NA,140000
5730,25-34 years old,Some college/university study without earning a degree,Employed,6,8,Cloud infrastructure engineer,"10,000 or more employees",Individual contributor,Remote,"Internet, Telecomm or Information Services",Italy,EUR European Euro,Bash/Shell (all shells);Go;Groovy;JavaScript;Python;Ruby;SQL,BigQuery;Cassandra;Elasticsearch;MariaDB;MySQL;PostgreSQL;SQLite,46406
5734,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2,10,"Developer, full-stack",100 to 499 employees,Individual contributor,In-person,Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Perl;Swift,InfluxDB;MariaDB;MySQL;Redis;Clickhouse,87811
5735,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,24,26,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",United States of America,USD United States dollar,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server;MySQL;SQLite,140000
574,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11,19,"Developer, front-end","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,Sweden,SEK	Swedish krona,HTML/CSS;JavaScript;TypeScript,NA,82283
5741,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,12,"Developer, embedded applications or devices","10,000 or more employees",Individual contributor,Remote,"Internet, Telecomm or Information Services",Poland,PLN Polish zloty,Bash/Shell (all shells);C;C++;Python,NA,54580
576,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25,25,"Developer, back-end",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",Latvia,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,Elasticsearch;MariaDB;MySQL;Redis;SQLite,46406
5768,25-34 years old,Some college/university study without earning a degree,Employed,8,9,"Developer, front-end","5,000 to 9,999 employees",Individual contributor,Remote,Software Development,Ukraine,UAH Ukrainian hryvnia,HTML/CSS;Java;JavaScript;TypeScript,MongoDB;MySQL,81590
5770,65 years or older,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,45,50,"Developer, back-end",500 to 999 employees,Individual contributor,Remote,Other:,Canada,USD United States dollar,Bash/Shell (all shells);C++;Python;Rust,NA,185000
5783,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30,34,"Developer, desktop or enterprise applications",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Australia,AUD	Australian dollar,Delphi,NA,195028
5788,18-24 years old,Some college/university study without earning a degree,Employed,5,10,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Colombia,COP	Colombian peso,C#;HTML/CSS;JavaScript,MySQL,8809
5790,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14,19,"Developer, back-end","5,000 to 9,999 employees",Individual contributor,Remote,Fintech,United States of America,USD United States dollar,Bash/Shell (all shells);Go;Java;JavaScript;Lua;Ruby,MongoDB,645000
5799,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,22,29,"Developer, front-end","10,000 or more employees",Individual contributor,Remote,Higher Education,United States of America,USD United States dollar,HTML/CSS;JavaScript;PHP;SQL,MySQL,116000
5812,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16,18,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,Chile,CLP	Chilean peso,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;Redis,38171
5815,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,10,15,"Architect, software or solutions","5,000 to 9,999 employees",People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Banking/Financial Services,Brazil,BRL Brazilian real,C#;Go;HTML/CSS;JavaScript;MicroPython;PHP;Python;SQL;TypeScript,MySQL;PostgreSQL,34951
5823,25-34 years old,Some college/university study without earning a degree,Not employed,1,16,"Developer, desktop or enterprise applications",NA,NA,NA,NA,Australia,AUD	Australian dollar,Bash/Shell (all shells);C#;HTML/CSS;JavaScript,NA,NA
